device,prefix,instant,payload,company
3121,RUS00,2018-12-10T10:37:33-02:00,">RUS00,101218093731,-23.73414,-046.54231<",acme
3308,RUS00,2018-12-10T10:37:33-02:00,">RUS00,101218093731,-23.74591,-046.52772<",acme
3465,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.72309,-046.54966<",acme
3391,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.73723,-046.56767<",acme
3332,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.70017,-046.55220<",acme
3026,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.74076,-046.59598<",acme
3239,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.73356,-046.56819<",acme
3472,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.65112,-046.57586<",acme
3304,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.76067,-046.57490<",acme
3444,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.72762,-046.59427<",acme
3419,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.71595,-046.55171<",acme
3306,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.70189,-046.54365<",acme
3036,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.71788,-046.53581<",acme
3295,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.78824,-046.53602<",acme
3470,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.65931,-046.56702<",acme
3374,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.71149,-046.56633<",acme
3330,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.76961,-046.59576<",acme
3078,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.70971,-046.55216<",acme
3161,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.77646,-046.52842<",acme
3404,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.70171,-046.54019<",acme
3425,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.84346,-046.59564<",acme
3293,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.66801,-046.56800<",acme
3357,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.74708,-046.56530<",acme
3371,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.70912,-046.55222<",acme
3097,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.70385,-046.55338<",acme
3022,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.71458,-046.55268<",acme
3334,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.70732,-046.56766<",acme
3051,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.77892,-046.52863<",acme
3027,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.68546,-046.55904<",acme
3246,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.68527,-046.55155<",acme
3135,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.65700,-046.59566<",acme
3222,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.70031,-046.55224<",acme
3237,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.69539,-046.55296<",acme
3273,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.69226,-046.56748<",acme
3013,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.71121,-046.55215<",acme
3395,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.74614,-046.49809<",acme
3418,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.64932,-046.57791<",acme
3035,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.64321,-046.58336<",acme
3111,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.70921,-046.55221<",acme
3302,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.68068,-046.55770<",acme
3021,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.69028,-046.56143<",acme
3413,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.69707,-046.55352<",acme
3173,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.72859,-046.54130<",acme
3383,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.73728,-046.52944<",acme
3061,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.66522,-046.60682<",acme
3420,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.71758,-046.55112<",acme
3224,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.70041,-046.54293<",acme
3382,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.69387,-046.55271<",acme
3190,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.70974,-046.53014<",acme
3467,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.74897,-046.59705<",acme
3397,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.69985,-046.55252<",acme
3017,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.66681,-046.60938<",acme
3175,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.69854,-046.55321<",acme
3464,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.66522,-046.56917<",acme
3319,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.66700,-046.57761<",acme
3245,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.72959,-046.52828<",acme
3145,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.73518,-046.53144<",acme
3446,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.70872,-046.55227<",acme
3341,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.72159,-046.54835<",acme
3423,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.71741,-046.58380<",acme
3424,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.64264,-046.58236<",acme
3410,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.74177,-046.60392<",acme
3024,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.68624,-046.55378<",acme
3255,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.70892,-046.55229<",acme
3193,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.66045,-046.56599<",acme
3276,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.73939,-046.53063<",acme
3126,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.64328,-046.58312<",acme
3299,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.77996,-046.53097<",acme
3214,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.71249,-046.55219<",acme
3436,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.70751,-046.52897<",acme
3267,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.68674,-046.55362<",acme
3379,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.74321,-046.58055<",acme
3285,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.72982,-046.52823<",acme
3212,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.72582,-046.55173<",acme
3430,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.71591,-046.55193<",acme
3272,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.83304,-046.59859<",acme
3189,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.71209,-046.56164<",acme
3182,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.70885,-046.55228<",acme
3457,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.66313,-046.56364<",acme
3242,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.72049,-046.57992<",acme
3257,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093636,-23.68527,-046.55148<",acme
3474,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.72481,-046.54992<",acme
3343,RUS00,2018-12-10T10:37:32-02:00,">RUS00,101218093731,-23.73686,-046.53011<",acme
3370,RAX12,2018-12-10T10:37:31-02:00,">RAX12,101218093730,-23.69958,-046.55353<",acme
3072,RUS00,2018-12-10T10:37:31-02:00,">RUS00,101218093701,-23.68685,-046.55950<",acme
3419,RAX12,2018-12-10T10:37:31-02:00,">RAX12,101218093730,-23.71605,-046.55171<",acme
3382,RUS00,2018-12-10T10:37:31-02:00,">RUS00,101218093701,-23.69387,-046.55271<",acme
3030,RUS00,2018-12-10T10:37:31-02:00,">RUS00,101218093631,-23.68585,-046.55061<",acme
3257,RUS00,2018-12-10T10:37:30-02:00,">RUS00,101218093636,-23.68527,-046.55148<",acme
3427,RAX11,2018-12-10T10:37:30-02:00,">RAX11,101218093729,-23.72192,-046.55010<",acme
3444,RAX12,2018-12-10T10:37:30-02:00,">RAX12,101218093729,-23.72780,-046.59455<",acme
3422,RAX11,2018-12-10T10:37:30-02:00,">RAX11,101218093729,-23.72727,-046.54893<",acme
3320,RAX12,2018-12-10T10:37:30-02:00,">RAX12,101218093728,-23.73925,-046.59340<",acme
3173,RUS00,2018-12-10T10:37:30-02:00,">RUS00,101218093701,-23.72894,-046.54042<",acme
3072,RUS00,2018-12-10T10:37:30-02:00,">RUS00,101218093631,-23.68753,-046.55966<",acme
3337,RAX12,2018-12-10T10:37:30-02:00,">RAX12,101218093728,-23.70182,-046.54385<",acme
3030,RUS00,2018-12-10T10:37:30-02:00,">RUS00,101218093601,-23.68925,-046.55096<",acme
3432,RAX11,2018-12-10T10:37:30-02:00,">RAX11,101218093728,-23.70585,-046.55061<",acme
3173,RUS00,2018-12-10T10:37:29-02:00,">RUS00,101218093631,-23.72871,-046.53974<",acme
3185,RUS00,2018-12-10T10:37:29-02:00,">RUS00,101218093706,-23.77299,-046.61231<",acme
3072,RAX12,2018-12-10T10:37:29-02:00,">RAX12,101218093603,-23.68858,-046.55998<",acme
3045,RAX11,2018-12-10T10:37:29-02:00,">RAX11,101218093727,-23.66136,-046.60529<",acme
3173,RUS00,2018-12-10T10:37:28-02:00,">RUS00,101218093631,-23.72871,-046.53974<",acme
3356,RUS00,2018-12-10T10:37:28-02:00,">RUS00,101218093727,-23.74256,-046.53133<",acme
3214,RAX11,2018-12-10T10:37:27-02:00,">RAX11,101218093726,-23.71204,-046.55232<",acme
3274,RUS00,2018-12-10T10:37:27-02:00,">RUS00,101218093726,-23.72892,-046.53742<",acme
3072,RUS00,2018-12-10T10:37:27-02:00,">RUS00,101218093601,-23.68861,-046.56000<",acme
3329,RAX11,2018-12-10T10:37:27-02:00,">RAX11,101218093726,-23.71751,-046.55117<",acme
3125,RAX12,2018-12-10T10:37:26-02:00,">RAX12,101218093725,-23.68849,-046.55992<",acme
3425,RAX12,2018-12-10T10:37:26-02:00,">RAX12,101218093725,-23.84341,-046.59606<",acme
3441,RAX11,2018-12-10T10:37:26-02:00,">RAX11,101218093725,-23.70429,-046.53876<",acme
3470,RAX11,2018-12-10T10:37:26-02:00,">RAX11,101218093725,-23.65988,-046.56654<",acme
3252,RAX11,2018-12-10T10:37:26-02:00,">RAX11,101218093725,-23.71221,-046.55196<",acme
3177,RUS00,2018-12-10T10:37:26-02:00,">RUS00,101218093724,-23.68428,-046.56366<",acme
3185,RUS00,2018-12-10T10:37:26-02:00,">RUS00,101218093636,-23.77280,-046.61224<",acme
3072,RUS00,2018-12-10T10:37:26-02:00,">RUS00,101218093601,-23.68861,-046.56000<",acme
3103,RAX12,2018-12-10T10:37:25-02:00,">RAX12,101218093724,-23.75499,-046.57619<",acme
3261,RAX11,2018-12-10T10:37:25-02:00,">RAX11,101218093724,-23.72117,-046.55065<",acme
3212,RAX11,2018-12-10T10:37:25-02:00,">RAX11,101218093724,-23.72528,-046.55212<",acme
3185,RUS00,2018-12-10T10:37:25-02:00,">RUS00,101218093636,-23.77280,-046.61224<",acme
3045,RUS00,2018-12-10T10:37:24-02:00,">RUS00,101218093723,-23.66168,-046.60554<",acme
3332,RAX11,2018-12-10T10:37:24-02:00,">RAX11,101218093723,-23.70020,-046.55222<",acme
3017,RAX11,2018-12-10T10:37:24-02:00,">RAX11,101218093721,-23.66681,-046.60939<",acme
3398,RAX12,2018-12-10T10:37:24-02:00,">RAX12,101218093722,-23.72955,-046.56708<",acme
3338,RAX12,2018-12-10T10:37:23-02:00,">RAX12,101218093722,-23.70983,-046.55324<",acme
3129,RUS00,2018-12-10T10:37:23-02:00,">RUS00,101218093717,-23.64304,-046.58300<",acme
3135,RAX11,2018-12-10T10:37:23-02:00,">RAX11,101218093722,-23.65718,-046.59624<",acme
3223,RUS00,2018-12-10T10:37:23-02:00,">RUS00,101218093701,-23.74270,-046.53146<",acme
3225,RUS00,2018-12-10T10:37:23-02:00,">RUS00,101218092001,-23.80407,-046.54286<",acme
3300,RAX11,2018-12-10T10:37:23-02:00,">RAX11,101218093721,-23.67048,-046.55970<",acme
3273,RAX11,2018-12-10T10:37:23-02:00,">RAX11,101218093722,-23.69291,-046.56773<",acme
3032,RUS00,2018-12-10T10:37:23-02:00,">RUS00,101218093709,-23.87328,-046.57160<",acme
3165,RUS00,2018-12-10T10:37:22-02:00,">RUS00,101218093721,-23.71315,-046.53009<",acme
3407,RAX12,2018-12-10T10:37:22-02:00,">RAX12,101218093721,-23.77752,-046.52462<",acme
3022,RAX12,2018-12-10T10:37:22-02:00,">RAX12,101218093720,-23.71368,-046.55276<",acme
3223,RUS00,2018-12-10T10:37:21-02:00,">RUS00,101218093631,-23.74273,-046.53145<",acme
3017,RUS00,2018-12-10T10:37:21-02:00,">RUS00,101218093701,-23.66680,-046.60937<",acme
3225,RUS00,2018-12-10T10:37:21-02:00,">RUS00,101218091931,-23.80406,-046.54286<",acme
3036,RAX12,2018-12-10T10:37:21-02:00,">RAX12,101218093720,-23.71710,-046.53513<",acme
3236,RUS00,2018-12-10T10:37:21-02:00,">RUS00,101218093720,-23.70257,-046.58815<",acme
3012,RAX12,2018-12-10T10:37:20-02:00,">RAX12,101218093719,-23.74879,-046.56930<",acme
3224,RAX11,2018-12-10T10:37:20-02:00,">RAX11,101218093719,-23.70012,-046.54378<",acme
3223,RUS00,2018-12-10T10:37:20-02:00,">RUS00,101218093631,-23.74273,-046.53145<",acme
3380,RAX11,2018-12-10T10:37:20-02:00,">RAX11,101218093710,-23.74261,-046.60067<",acme
3345,RAX12,2018-12-10T10:37:19-02:00,">RAX12,101218093718,-23.72272,-046.55015<",acme
3368,RAX12,2018-12-10T10:37:19-02:00,">RAX12,101218093718,-23.73563,-046.53732<",acme
3017,RAX12,2018-12-10T10:37:19-02:00,">RAX12,101218093632,-23.66679,-046.60935<",acme
3360,RUS00,2018-12-10T10:37:19-02:00,">RUS00,101218093718,-23.68514,-046.55176<",acme
3225,RUS00,2018-12-10T10:37:19-02:00,">RUS00,101218091901,-23.80406,-046.54286<",acme
3141,RUS00,2018-12-10T10:37:19-02:00,">RUS00,101218093718,-23.74699,-046.57864<",acme
3433,RAX12,2018-12-10T10:37:19-02:00,">RAX12,101218093538,-23.67380,-046.56915<",acme
3306,RAX11,2018-12-10T10:37:19-02:00,">RAX11,101218093718,-23.70242,-046.54230<",acme
3153,RUS00,2018-12-10T10:37:19-02:00,">RUS00,101218093718,-23.74302,-046.53149<",acme
3382,RUS00,2018-12-10T10:37:19-02:00,">RUS00,101218093701,-23.69387,-046.55271<",acme
3356,RUS00,2018-12-10T10:37:19-02:00,">RUS00,101218093657,-23.74256,-046.53133<",acme
3142,RAX11,2018-12-10T10:37:18-02:00,">RAX11,101218093717,-23.65701,-046.60398<",acme
3241,RAX12,2018-12-10T10:37:18-02:00,">RAX12,101218093717,-23.70458,-046.55218<",acme
3017,RUS00,2018-12-10T10:37:18-02:00,">RUS00,101218093631,-23.66678,-046.60936<",acme
3433,RAX12,2018-12-10T10:37:18-02:00,">RAX12,101218093538,-23.67380,-046.56915<",acme
3225,RUS00,2018-12-10T10:37:18-02:00,">RUS00,101218091831,-23.80406,-046.54287<",acme
3337,RAX11,2018-12-10T10:37:17-02:00,">RAX11,101218093716,-23.70239,-046.54232<",acme
3356,RUS00,2018-12-10T10:37:17-02:00,">RUS00,101218093628,-23.74256,-046.53133<",acme
3243,RUS00,2018-12-10T10:37:17-02:00,">RUS00,101218093716,-23.73509,-046.52914<",acme
3382,RUS00,2018-12-10T10:37:17-02:00,">RUS00,101218093631,-23.69332,-046.55260<",acme
3225,RUS00,2018-12-10T10:37:17-02:00,">RUS00,101218091801,-23.80426,-046.54270<",acme
3230,RAX12,2018-12-10T10:37:16-02:00,">RAX12,101218093715,-23.69023,-046.55225<",acme
3254,RAX12,2018-12-10T10:37:16-02:00,">RAX12,101218093715,-23.75499,-046.57619<",acme
3356,RUS00,2018-12-10T10:37:16-02:00,">RUS00,101218093628,-23.74256,-046.53133<",acme
3467,RUS00,2018-12-10T10:37:16-02:00,">RUS00,101218093701,-23.74754,-046.59732<",acme
3382,RUS00,2018-12-10T10:37:16-02:00,">RUS00,101218093602,-23.69194,-046.55241<",acme
3041,RUS00,2018-12-10T10:37:16-02:00,">RUS00,101218092731,-23.80371,-046.54313<",acme
3380,RUS00,2018-12-10T10:37:16-02:00,">RUS00,101218093701,-23.74255,-046.59986<",acme
3088,RAX11,2018-12-10T10:37:15-02:00,">RAX11,101218093714,-23.71918,-046.58212<",acme
3396,RAX12,2018-12-10T10:37:15-02:00,">RAX12,101218093714,-23.70963,-046.52930<",acme
3225,RAX11,2018-12-10T10:37:15-02:00,">RAX11,101218091731,-23.80299,-046.54258<",acme
3034,RUS00,2018-12-10T10:37:15-02:00,">RUS00,101218093714,-23.72081,-046.52487<",acme
3261,RUS00,2018-12-10T10:37:15-02:00,">RUS00,101218093701,-23.71987,-046.55092<",acme
3021,RUS00,2018-12-10T10:37:15-02:00,">RUS00,101218093701,-23.68967,-046.56291<",acme
3005,RUS00,2018-12-10T10:37:15-02:00,">RUS00,101218093701,-23.69921,-046.57038<",acme
3145,RUS00,2018-12-10T10:37:15-02:00,">RUS00,101218093701,-23.73518,-046.53144<",acme
3017,RUS00,2018-12-10T10:37:15-02:00,">RUS00,101218093536,-23.66678,-046.60940<",acme
3382,RUS00,2018-12-10T10:37:14-02:00,">RUS00,101218093602,-23.69194,-046.55241<",acme
3346,RUS00,2018-12-10T10:37:14-02:00,">RUS00,101218093713,-23.84330,-046.59737<",acme
3089,RUS00,2018-12-10T10:37:14-02:00,">RUS00,101218093713,-23.70589,-046.52139<",acme
3066,RUS00,2018-12-10T10:37:14-02:00,">RUS00,101218093712,-23.71196,-046.59396<",acme
3174,RUS00,2018-12-10T10:37:14-02:00,">RUS00,101218093713,-23.64338,-046.58300<",acme
3347,RAX11,2018-12-10T10:37:14-02:00,">RAX11,101218093713,-23.66364,-046.56307<",acme
3410,RUS00,2018-12-10T10:37:14-02:00,">RUS00,101218093701,-23.74266,-046.60352<",acme
3225,RUS00,2018-12-10T10:37:14-02:00,">RUS00,101218091731,-23.80299,-046.54258<",acme
3444,RAX11,2018-12-10T10:37:14-02:00,">RAX11,101218093710,-23.72743,-046.59564<",acme
3407,RUS00,2018-12-10T10:37:13-02:00,">RUS00,101218093712,-23.77725,-046.52544<",acme
3175,RAX11,2018-12-10T10:37:13-02:00,">RAX11,101218093712,-23.69841,-046.55335<",acme
3070,RUS00,2018-12-10T10:37:13-02:00,">RUS00,101218093712,-23.70910,-046.55244<",acme
3225,RUS00,2018-12-10T10:37:13-02:00,">RUS00,101218091701,-23.80026,-046.54292<",acme
3414,RUS00,2018-12-10T10:37:12-02:00,">RUS00,101218093711,-23.73486,-046.53821<",acme
3418,RAX11,2018-12-10T10:37:12-02:00,">RAX11,101218093703,-23.64943,-046.57780<",acme
3242,RAX12,2018-12-10T10:37:12-02:00,">RAX12,101218093711,-23.72094,-046.58097<",acme
3387,RAX11,2018-12-10T10:37:12-02:00,">RAX11,101218093631,-23.70609,-046.53516<",acme
3225,RAX12,2018-12-10T10:37:12-02:00,">RAX12,101218091653,-23.79921,-046.54318<",acme
3022,RAX11,2018-12-10T10:37:12-02:00,">RAX11,101218093708,-23.71260,-046.55286<",acme
3419,RAX11,2018-12-10T10:37:11-02:00,">RAX11,101218093710,-23.71707,-046.55184<",acme
3208,RAX11,2018-12-10T10:37:11-02:00,">RAX11,101218093710,-23.70321,-046.55271<",acme
3335,RAX12,2018-12-10T10:37:11-02:00,">RAX12,101218093709,-23.70761,-046.55260<",acme
3264,RUS00,2018-12-10T10:37:11-02:00,">RUS00,101218093701,-23.64328,-046.58348<",acme
3418,RUS00,2018-12-10T10:37:11-02:00,">RUS00,101218093701,-23.64953,-046.57771<",acme
3032,RUS00,2018-12-10T10:37:10-02:00,">RUS00,101218093709,-23.87328,-046.57160<",acme
3418,RUS00,2018-12-10T10:37:10-02:00,">RUS00,101218093631,-23.65090,-046.57615<",acme
3065,RUS00,2018-12-10T10:37:09-02:00,">RUS00,101218093708,-23.71767,-046.58351<",acme
3407,RAX11,2018-12-10T10:37:09-02:00,">RAX11,101218093708,-23.77709,-046.52595<",acme
3125,RAX11,2018-12-10T10:37:09-02:00,">RAX11,101218093706,-23.68996,-046.55947<",acme
3418,RUS00,2018-12-10T10:37:09-02:00,">RUS00,101218093601,-23.65139,-046.57550<",acme
3098,RUS00,2018-12-10T10:37:09-02:00,">RUS00,101218093707,-23.75925,-046.52977<",acme
3052,RUS00,2018-12-10T10:37:08-02:00,">RUS00,101218093707,-23.68650,-046.55092<",acme
3195,RUS00,2018-12-10T10:37:08-02:00,">RUS00,101218093707,-23.71571,-046.55165<",acme
3142,RUS00,2018-12-10T10:37:08-02:00,">RUS00,101218093706,-23.65742,-046.60504<",acme
3125,RUS00,2018-12-10T10:37:07-02:00,">RUS00,101218093706,-23.68996,-046.55947<",acme
3085,RAX12,2018-12-10T10:37:07-02:00,">RAX12,101218093701,-23.70926,-046.55246<",acme
3103,RAX11,2018-12-10T10:37:07-02:00,">RAX11,101218093706,-23.75447,-046.57482<",acme
3418,RAX12,2018-12-10T10:37:07-02:00,">RAX12,101218093541,-23.65183,-046.57490<",acme
3199,RAX11,2018-12-10T10:37:07-02:00,">RAX11,101218093706,-23.71932,-046.59476<",acme
3120,RAX12,2018-12-10T10:37:07-02:00,">RAX12,101218093706,-23.68964,-046.56207<",acme
3033,RUS00,2018-12-10T10:37:07-02:00,">RUS00,101218093706,-23.66274,-046.56394<",acme
3330,RAX12,2018-12-10T10:37:07-02:00,">RAX12,101218093705,-23.77072,-046.59642<",acme
3001,RAX12,2018-12-10T10:37:06-02:00,">RAX12,101218093702,-23.70046,-046.53757<",acme
3410,RUS00,2018-12-10T10:37:06-02:00,">RUS00,101218093631,-23.74239,-046.60332<",acme
3152,RUS00,2018-12-10T10:37:06-02:00,">RUS00,101218093705,-23.73813,-046.57641<",acme
3117,RUS00,2018-12-10T10:37:06-02:00,">RUS00,101218093705,-23.73015,-046.52823<",acme
3418,RUS00,2018-12-10T10:37:06-02:00,">RUS00,101218093531,-23.65227,-046.57426<",acme
3085,RUS00,2018-12-10T10:37:06-02:00,">RUS00,101218093701,-23.70926,-046.55246<",acme
3396,RAX11,2018-12-10T10:37:06-02:00,">RAX11,101218093702,-23.71007,-046.53016<",acme
3215,RUS00,2018-12-10T10:37:06-02:00,">RUS00,101218093703,-23.70287,-046.55358<",acme
3428,RAX12,2018-12-10T10:37:05-02:00,">RAX12,101218093652,-23.77044,-046.58071<",acme
3074,RUS00,2018-12-10T10:37:05-02:00,">RUS00,101218093703,-23.65875,-046.60849<",acme
3066,RAX12,2018-12-10T10:37:05-02:00,">RAX12,101218093703,-23.71187,-046.59320<",acme
3345,RAX11,2018-12-10T10:37:05-02:00,">RAX11,101218093703,-23.72113,-046.55067<",acme
3310,RUS00,2018-12-10T10:37:04-02:00,">RUS00,101218093703,-23.69323,-046.55162<",acme
3134,RUS00,2018-12-10T10:37:04-02:00,">RUS00,101218093703,-23.70561,-046.52016<",acme
3410,RUS00,2018-12-10T10:37:04-02:00,">RUS00,101218093631,-23.74239,-046.60332<",acme
3396,RUS00,2018-12-10T10:37:04-02:00,">RUS00,101218093701,-23.71012,-046.53017<",acme
3264,RUS00,2018-12-10T10:37:04-02:00,">RUS00,101218093631,-23.64341,-046.58353<",acme
3400,RUS00,2018-12-10T10:37:04-02:00,">RUS00,101218093702,-23.73921,-046.59449<",acme
3035,RUS00,2018-12-10T10:37:04-02:00,">RUS00,101218093701,-23.64321,-046.58336<",acme
3304,RUS00,2018-12-10T10:37:04-02:00,">RUS00,101218093701,-23.76124,-046.57530<",acme
3264,RUS00,2018-12-10T10:37:04-02:00,">RUS00,101218093631,-23.64341,-046.58353<",acme
3379,RAX11,2018-12-10T10:37:04-02:00,">RAX11,101218093701,-23.74327,-046.58051<",acme
3436,RUS00,2018-12-10T10:37:04-02:00,">RUS00,101218093701,-23.70752,-046.52827<",acme
3349,RUS00,2018-12-10T10:37:04-02:00,">RUS00,101218093701,-23.70420,-046.55220<",acme
3014,RUS00,2018-12-10T10:37:04-02:00,">RUS00,101218093701,-23.70914,-046.55220<",acme
3371,RUS00,2018-12-10T10:37:04-02:00,">RUS00,101218093701,-23.70932,-046.55219<",acme
3370,RAX11,2018-12-10T10:37:04-02:00,">RAX11,101218093702,-23.69847,-046.55348<",acme
3156,RUS00,2018-12-10T10:37:04-02:00,">RUS00,101218093701,-23.70410,-046.55198<",acme
3428,RAX11,2018-12-10T10:37:03-02:00,">RAX11,101218093606,-23.77083,-046.57976<",acme
3315,RUS00,2018-12-10T10:37:03-02:00,">RUS00,101218093701,-23.70541,-046.55380<",acme
3049,RUS00,2018-12-10T10:37:03-02:00,">RUS00,101218093701,-23.70888,-046.55249<",acme
3350,RUS00,2018-12-10T10:37:03-02:00,">RUS00,101218093702,-23.74705,-046.55562<",acme
3418,RAX11,2018-12-10T10:37:03-02:00,">RAX11,101218093510,-23.65270,-046.57366<",acme
3308,RUS00,2018-12-10T10:37:03-02:00,">RUS00,101218093701,-23.74490,-046.52637<",acme
3044,RUS00,2018-12-10T10:37:03-02:00,">RUS00,101218093701,-23.65786,-046.57149<",acme
3420,RUS00,2018-12-10T10:37:03-02:00,">RUS00,101218093701,-23.71875,-046.55076<",acme
3254,RAX11,2018-12-10T10:37:03-02:00,">RAX11,101218093702,-23.75456,-046.57481<",acme
3133,RUS00,2018-12-10T10:37:03-02:00,">RUS00,101218093701,-23.73087,-046.59181<",acme
3045,RUS00,2018-12-10T10:37:03-02:00,">RUS00,101218093653,-23.66351,-046.60688<",acme
3240,RUS00,2018-12-10T10:37:03-02:00,">RUS00,101218093701,-23.72907,-046.52860<",acme
3214,RUS00,2018-12-10T10:37:03-02:00,">RUS00,101218093701,-23.71132,-046.55239<",acme
3105,RUS00,2018-12-10T10:37:03-02:00,">RUS00,101218093701,-23.70390,-046.55204<",acme
3246,RUS00,2018-12-10T10:37:03-02:00,">RUS00,101218093701,-23.68527,-046.55155<",acme
3224,RUS00,2018-12-10T10:37:03-02:00,">RUS00,101218093701,-23.69972,-046.54504<",acme
3428,RAX11,2018-12-10T10:37:03-02:00,">RAX11,101218093606,-23.77083,-046.57976<",acme
