device,prefix,instant,payload,company
3182,RUS00,2018-12-10T10:55:40-02:00,">RUS00,101218095501,-23.70041,-046.53713<",acme
3090,RAX11,2018-12-10T10:55:40-02:00,">RAX11,101218095515,-23.72556,-046.52547<",acme
3154,RUS00,2018-12-10T10:55:40-02:00,">RUS00,101218095531,-23.74806,-046.52986<",acme
3105,RUS00,2018-12-10T10:55:39-02:00,">RUS00,101218095531,-23.71799,-046.52777<",acme
3113,RAX11,2018-12-10T10:55:39-02:00,">RAX11,101218095538,-23.70713,-046.53106<",acme
3356,RUS00,2018-12-10T10:55:39-02:00,">RUS00,101218095538,-23.74254,-046.53134<",acme
3123,RAX11,2018-12-10T10:55:39-02:00,">RAX11,101218095538,-23.69000,-046.55947<",acme
3019,RUS00,2018-12-10T10:55:39-02:00,">RUS00,101218095538,-23.69931,-046.55308<",acme
3244,RUS00,2018-12-10T10:55:39-02:00,">RUS00,101218095431,-23.72810,-046.52630<",acme
3056,RAX12,2018-12-10T10:55:39-02:00,">RAX12,101218095535,-23.78060,-046.52762<",acme
3272,RAX11,2018-12-10T10:55:39-02:00,">RAX11,101218095538,-23.81008,-046.54421<",acme
3056,RUS00,2018-12-10T10:55:38-02:00,">RUS00,101218095532,-23.78098,-046.52754<",acme
3144,RUS00,2018-12-10T10:55:38-02:00,">RUS00,101218095537,-23.65138,-046.57571<",acme
3274,RUS00,2018-12-10T10:55:38-02:00,">RUS00,101218095537,-23.69980,-046.55201<",acme
3105,RUS00,2018-12-10T10:55:38-02:00,">RUS00,101218095501,-23.71648,-046.52928<",acme
3182,RAX12,2018-12-10T10:55:38-02:00,">RAX12,101218095452,-23.70039,-046.53763<",acme
3175,RAX11,2018-12-10T10:55:38-02:00,">RAX11,101218095522,-23.71881,-046.55981<",acme
3056,RAX11,2018-12-10T10:55:37-02:00,">RAX11,101218095524,-23.78210,-046.52715<",acme
3056,RAX12,2018-12-10T10:55:37-02:00,">RAX12,101218095507,-23.78405,-046.52577<",acme
3182,RAX11,2018-12-10T10:55:37-02:00,">RAX11,101218095439,-23.70006,-046.53843<",acme
3169,RAX12,2018-12-10T10:55:37-02:00,">RAX12,101218095457,-23.78192,-046.50399<",acme
3080,RUS00,2018-12-10T10:55:37-02:00,">RUS00,101218095535,-23.72379,-046.57402<",acme
3169,RAX12,2018-12-10T10:55:37-02:00,">RAX12,101218095457,-23.78192,-046.50399<",acme
3105,RUS00,2018-12-10T10:55:36-02:00,">RUS00,101218095431,-23.71533,-046.52928<",acme
3182,RAX11,2018-12-10T10:55:36-02:00,">RAX11,101218095439,-23.70006,-046.53843<",acme
3432,RAX12,2018-12-10T10:55:36-02:00,">RAX12,101218095535,-23.73629,-046.53527<",acme
3230,RAX12,2018-12-10T10:55:36-02:00,">RAX12,101218095535,-23.65185,-046.57493<",acme
3140,RUS00,2018-12-10T10:55:36-02:00,">RUS00,101218095535,-23.70739,-046.56790<",acme
3177,RUS00,2018-12-10T10:55:36-02:00,">RUS00,101218095535,-23.70636,-046.55281<",acme
3363,RUS00,2018-12-10T10:55:36-02:00,">RUS00,101218095535,-23.73720,-046.53012<",acme
3182,RAX11,2018-12-10T10:55:36-02:00,">RAX11,101218095439,-23.70006,-046.53843<",acme
3075,RAX11,2018-12-10T10:55:36-02:00,">RAX11,101218095535,-23.78204,-046.53203<",acme
3056,RUS00,2018-12-10T10:55:36-02:00,">RUS00,101218095503,-23.78437,-046.52543<",acme
3357,RAX11,2018-12-10T10:55:36-02:00,">RAX11,101218095534,-23.70852,-046.55230<",acme
3295,RUS00,2018-12-10T10:55:36-02:00,">RUS00,101218095531,-23.73009,-046.54728<",acme
3244,RAX12,2018-12-10T10:55:36-02:00,">RAX12,101218095413,-23.72707,-046.52605<",acme
3232,RAX12,2018-12-10T10:55:36-02:00,">RAX12,101218095534,-23.75420,-046.58194<",acme
3282,RAX11,2018-12-10T10:55:36-02:00,">RAX11,101218095534,-23.75226,-046.58481<",acme
3056,RAX11,2018-12-10T10:55:35-02:00,">RAX11,101218095449,-23.78509,-046.52500<",acme
3073,RUS00,2018-12-10T10:55:35-02:00,">RUS00,101218095534,-23.73466,-046.54082<",acme
3045,RUS00,2018-12-10T10:55:35-02:00,">RUS00,101218095534,-23.72231,-046.54941<",acme
3015,RAX11,2018-12-10T10:55:35-02:00,">RAX11,101218095534,-23.75366,-046.55720<",acme
3376,RUS00,2018-12-10T10:55:35-02:00,">RUS00,101218095534,-23.64336,-046.58285<",acme
3105,RUS00,2018-12-10T10:55:35-02:00,">RUS00,101218095401,-23.71336,-046.53003<",acme
3127,RUS00,2018-12-10T10:55:35-02:00,">RUS00,101218095534,-23.72405,-046.53517<",acme
3197,RAX12,2018-12-10T10:55:35-02:00,">RAX12,101218095534,-23.69196,-046.55240<",acme
3452,RAX12,2018-12-10T10:55:35-02:00,">RAX12,101218095533,-23.68583,-046.55083<",acme
3072,RAX12,2018-12-10T10:55:35-02:00,">RAX12,101218095531,-23.65173,-046.57481<",acme
3043,RAX12,2018-12-10T10:55:35-02:00,">RAX12,101218095528,-23.73568,-046.58864<",acme
3399,RUS00,2018-12-10T10:55:35-02:00,">RUS00,101218095531,-23.71584,-046.55190<",acme
3133,RUS00,2018-12-10T10:55:35-02:00,">RUS00,101218095532,-23.72198,-046.59191<",acme
3178,RUS00,2018-12-10T10:55:35-02:00,">RUS00,101218095531,-23.73582,-046.58933<",acme
3175,RUS00,2018-12-10T10:55:34-02:00,">RUS00,101218095518,-23.71865,-046.55959<",acme
3244,RUS00,2018-12-10T10:55:34-02:00,">RUS00,101218095401,-23.72636,-046.52576<",acme
3357,RUS00,2018-12-10T10:55:34-02:00,">RUS00,101218095531,-23.70870,-046.55228<",acme
3237,RAX11,2018-12-10T10:55:34-02:00,">RAX11,101218095532,-23.73582,-046.53679<",acme
3302,RUS00,2018-12-10T10:55:34-02:00,">RUS00,101218095531,-23.72085,-046.55079<",acme
3056,RUS00,2018-12-10T10:55:34-02:00,">RUS00,101218095433,-23.78524,-046.52509<",acme
3358,RUS00,2018-12-10T10:55:34-02:00,">RUS00,101218095531,-23.79694,-046.54624<",acme
3353,RUS00,2018-12-10T10:55:34-02:00,">RUS00,101218095531,-23.71696,-046.55169<",acme
3261,RUS00,2018-12-10T10:55:34-02:00,">RUS00,101218095531,-23.73573,-046.53614<",acme
3423,RUS00,2018-12-10T10:55:34-02:00,">RUS00,101218095531,-23.71692,-046.56382<",acme
3038,RUS00,2018-12-10T10:55:34-02:00,">RUS00,101218095531,-23.73056,-046.53878<",acme
3152,RAX12,2018-12-10T10:55:34-02:00,">RAX12,101218095531,-23.72035,-046.55051<",acme
3097,RAX11,2018-12-10T10:55:34-02:00,">RAX11,101218095531,-23.71835,-046.58234<",acme
3105,RUS00,2018-12-10T10:55:34-02:00,">RUS00,101218095331,-23.71250,-046.53028<",acme
3145,RUS00,2018-12-10T10:55:34-02:00,">RUS00,101218095531,-23.73512,-046.53150<",acme
3214,RUS00,2018-12-10T10:55:34-02:00,">RUS00,101218095531,-23.72989,-046.53287<",acme
3202,RUS00,2018-12-10T10:55:34-02:00,">RUS00,101218095531,-23.73566,-046.58850<",acme
3273,RUS00,2018-12-10T10:55:34-02:00,">RUS00,101218095531,-23.71189,-046.55235<",acme
3050,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.69255,-046.56799<",acme
3341,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.70733,-046.54759<",acme
3197,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.69162,-046.55234<",acme
3185,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.75495,-046.57499<",acme
3026,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.73316,-046.56860<",acme
3061,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.70192,-046.56163<",acme
3004,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.72005,-046.52541<",acme
3072,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.65173,-046.57481<",acme
3432,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.73612,-046.53554<",acme
3021,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.65477,-046.57085<",acme
3156,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.71089,-046.52600<",acme
3464,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.68539,-046.55923<",acme
3272,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.81054,-046.54408<",acme
3330,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.72725,-046.57428<",acme
3122,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.80959,-046.54410<",acme
3046,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.71968,-046.55090<",acme
3384,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.71599,-046.55167<",acme
3332,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.70567,-046.51998<",acme
3350,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.70387,-046.55206<",acme
3267,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.71937,-046.55093<",acme
3056,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095404,-23.78680,-046.52582<",acme
3391,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.70959,-046.55220<",acme
3230,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.65208,-046.57459<",acme
3158,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.72995,-046.52823<",acme
3106,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.70648,-046.55260<",acme
3191,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.69379,-046.55277<",acme
3246,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.69186,-046.55041<",acme
3024,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.71913,-046.55096<",acme
3088,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.72317,-046.60415<",acme
3148,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.72248,-046.57412<",acme
3060,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.73929,-046.59216<",acme
3237,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.73581,-046.53685<",acme
3035,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.64321,-046.58336<",acme
3063,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.69975,-046.55262<",acme
3388,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.70913,-046.55334<",acme
3113,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.70744,-046.53026<",acme
3120,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.69778,-046.57781<",acme
3240,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.70308,-046.55099<",acme
3239,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.74512,-046.59591<",acme
3123,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.69007,-046.55936<",acme
3160,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.73723,-046.52951<",acme
3337,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.71794,-046.55137<",acme
3064,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.73708,-046.53017<",acme
3264,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.65358,-046.57266<",acme
3164,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.70055,-046.53479<",acme
3465,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.69284,-046.55457<",acme
3447,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.73939,-046.59560<",acme
3212,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.70117,-046.54582<",acme
3282,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.75240,-046.58464<",acme
3022,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.74179,-046.57330<",acme
3304,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.71832,-046.55087<",acme
3206,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.71338,-046.55166<",acme
3435,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.65755,-046.60172<",acme
3255,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.68679,-046.55093<",acme
3293,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.65724,-046.59542<",acme
3444,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.71482,-046.55166<",acme
3401,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.76010,-046.57390<",acme
3131,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.72549,-046.57446<",acme
3228,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.73490,-046.53820<",acme
3012,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.71044,-046.55215<",acme
3221,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.71782,-046.55140<",acme
3037,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.74354,-046.52468<",acme
3153,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.73503,-046.53799<",acme
3334,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.69051,-046.56674<",acme
3368,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.70633,-046.55255<",acme
3397,RUS00,2018-12-10T10:55:33-02:00,">RUS00,101218095531,-23.69987,-046.55251<",acme
3000,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.73160,-046.57638<",acme
3233,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.67504,-046.56149<",acme
3472,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.66612,-046.61324<",acme
3034,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.70306,-046.54034<",acme
3119,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.65666,-046.56918<",acme
3285,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.72985,-046.52825<",acme
3057,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.64922,-046.57800<",acme
3220,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.65881,-046.59778<",acme
3075,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.78205,-046.53205<",acme
3097,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.71835,-046.58234<",acme
3225,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.71434,-046.55163<",acme
3403,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.70566,-046.53596<",acme
3104,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.75028,-046.55753<",acme
3161,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.70897,-046.55223<",acme
3198,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.71712,-046.55459<",acme
3121,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.73579,-046.52942<",acme
3407,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.77749,-046.52022<",acme
3306,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.71242,-046.53025<",acme
3448,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.71560,-046.55171<",acme
3014,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.69627,-046.56808<",acme
3242,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.71333,-046.55166<",acme
3142,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.67104,-046.58079<",acme
3250,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.77849,-046.52882<",acme
3002,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.73587,-046.52913<",acme
3374,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.69266,-046.56766<",acme
3253,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.69878,-046.56472<",acme
3314,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.78227,-046.53283<",acme
3348,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.70019,-046.54360<",acme
3126,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.64327,-046.58313<",acme
3114,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.67222,-046.55487<",acme
3188,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.70819,-046.52560<",acme
3117,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.70760,-046.52681<",acme
3395,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.74611,-046.49805<",acme
3085,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.72893,-046.52572<",acme
3067,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.72218,-046.57400<",acme
3411,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.69884,-046.55073<",acme
3425,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.80967,-046.54411<",acme
3025,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.72398,-046.55053<",acme
3241,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.73872,-046.53787<",acme
3051,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.77606,-046.52896<",acme
3436,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.68818,-046.56306<",acme
3370,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.74346,-046.55840<",acme
3015,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.75342,-046.55736<",acme
3223,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.74269,-046.53145<",acme
3146,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.71155,-046.55238<",acme
3365,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.80961,-046.54410<",acme
3430,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.77913,-046.52926<",acme
3276,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.73928,-046.53068<",acme
3380,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.72233,-046.56865<",acme
3429,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.65595,-046.57011<",acme
3387,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.71982,-046.52537<",acme
3152,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.72035,-046.55051<",acme
3082,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.67850,-046.55595<",acme
3141,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.72894,-046.55120<",acme
3307,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.73724,-046.52955<",acme
3446,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.71092,-046.56517<",acme
3129,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.67157,-046.56770<",acme
3173,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.70475,-046.55075<",acme
3044,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.66996,-046.59280<",acme
3470,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.66182,-046.60571<",acme
3125,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.65958,-046.57094<",acme
3174,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.67281,-046.55886<",acme
3396,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.69846,-046.55128<",acme
3299,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.71608,-046.55165<",acme
3055,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.74199,-046.59583<",acme
3454,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.69981,-046.51612<",acme
3047,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.74233,-046.53114<",acme
3269,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.66613,-046.56082<",acme
3466,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.68932,-046.55231<",acme
3074,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.65411,-046.57196<",acme
3215,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.72078,-046.58064<",acme
3414,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.69468,-046.55072<",acme
3222,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.65879,-046.56730<",acme
3201,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.72558,-046.54829<",acme
3245,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.72961,-046.52829<",acme
3089,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.69862,-046.55130<",acme
3033,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.69687,-046.55373<",acme
3244,RAX11,2018-12-10T10:55:32-02:00,">RAX11,101218095349,-23.72561,-046.52553<",acme
3315,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095531,-23.69881,-046.55302<",acme
3105,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095301,-23.71244,-046.53027<",acme
3056,RUS00,2018-12-10T10:55:32-02:00,">RUS00,101218095334,-23.78805,-046.52655<",acme
3280,RAX11,2018-12-10T10:55:31-02:00,">RAX11,101218095529,-23.73215,-046.57889<",acme
3056,RUS00,2018-12-10T10:55:30-02:00,">RUS00,101218095305,-23.78882,-046.52681<",acme
3105,RUS00,2018-12-10T10:55:30-02:00,">RUS00,101218095231,-23.71224,-046.53023<",acme
3039,RUS00,2018-12-10T10:55:30-02:00,">RUS00,101218095529,-23.73550,-046.58758<",acme
3244,RUS00,2018-12-10T10:55:30-02:00,">RUS00,101218095331,-23.72473,-046.52540<",acme
3290,RUS00,2018-12-10T10:55:29-02:00,">RUS00,101218095528,-23.70323,-046.55345<",acme
3056,RAX12,2018-12-10T10:55:29-02:00,">RAX12,101218095259,-23.78894,-046.52707<",acme
3144,RAX12,2018-12-10T10:55:29-02:00,">RAX12,101218095515,-23.65007,-046.57737<",acme
3105,RUS00,2018-12-10T10:55:29-02:00,">RUS00,101218095201,-23.71091,-046.53027<",acme
3056,RUS00,2018-12-10T10:55:28-02:00,">RUS00,101218095235,-23.78840,-046.52799<",acme
3197,RAX11,2018-12-10T10:55:28-02:00,">RAX11,101218095526,-23.69104,-046.55232<",acme
3339,RUS00,2018-12-10T10:55:28-02:00,">RUS00,101218095527,-23.68507,-046.55118<",acme
3244,RUS00,2018-12-10T10:55:28-02:00,">RUS00,101218095331,-23.72473,-046.52540<",acme
3319,RUS00,2018-12-10T10:55:28-02:00,">RUS00,101218095501,-23.65396,-046.60033<",acme
3203,RAX12,2018-12-10T10:55:28-02:00,">RAX12,101218095523,-23.69383,-046.55184<",acme
3026,RAX11,2018-12-10T10:55:28-02:00,">RAX11,101218095526,-23.73347,-046.56819<",acme
3056,RAX11,2018-12-10T10:55:27-02:00,">RAX11,101218095228,-23.78873,-046.52830<",acme
3348,RAX11,2018-12-10T10:55:27-02:00,">RAX11,101218095526,-23.70010,-046.54384<",acme
3105,RAX12,2018-12-10T10:55:27-02:00,">RAX12,101218095155,-23.71088,-046.53028<",acme
3203,RUS00,2018-12-10T10:55:27-02:00,">RUS00,101218095513,-23.69403,-046.55067<",acme
3056,RAX11,2018-12-10T10:55:27-02:00,">RAX11,101218095228,-23.78873,-046.52830<",acme
3388,RAX11,2018-12-10T10:55:26-02:00,">RAX11,101218095525,-23.70877,-046.55338<",acme
3117,RAX12,2018-12-10T10:55:26-02:00,">RAX12,101218095523,-23.70767,-046.52654<",acme
3114,RUS00,2018-12-10T10:55:26-02:00,">RUS00,101218095501,-23.67488,-046.55347<",acme
3232,RUS00,2018-12-10T10:55:26-02:00,">RUS00,101218095524,-23.75461,-046.58143<",acme
3105,RUS00,2018-12-10T10:55:26-02:00,">RUS00,101218095131,-23.70981,-046.53055<",acme
3264,RAX12,2018-12-10T10:55:25-02:00,">RAX12,101218095524,-23.65324,-046.57311<",acme
3070,RUS00,2018-12-10T10:55:25-02:00,">RUS00,101218095524,-23.77705,-046.52933<",acme
3002,RUS00,2018-12-10T10:55:25-02:00,">RUS00,101218095501,-23.73586,-046.52913<",acme
3039,RAX11,2018-12-10T10:55:24-02:00,">RAX11,101218095523,-23.73544,-046.58727<",acme
3277,RUS00,2018-12-10T10:55:24-02:00,">RUS00,101218095523,-23.72362,-046.52420<",acme
3114,RUS00,2018-12-10T10:55:24-02:00,">RUS00,101218095431,-23.67532,-046.55356<",acme
3105,RAX11,2018-12-10T10:55:24-02:00,">RAX11,101218095123,-23.70961,-046.52992<",acme
3002,RUS00,2018-12-10T10:55:24-02:00,">RUS00,101218095431,-23.73586,-046.52913<",acme
3024,RAX12,2018-12-10T10:55:23-02:00,">RAX12,101218095522,-23.71829,-046.55117<",acme
3114,RUS00,2018-12-10T10:55:23-02:00,">RUS00,101218095431,-23.67532,-046.55356<",acme
3060,RAX11,2018-12-10T10:55:22-02:00,">RAX11,101218095521,-23.73943,-046.59281<",acme
3108,RAX12,2018-12-10T10:55:22-02:00,">RAX12,101218095521,-23.69948,-046.55349<",acme
3353,RAX11,2018-12-10T10:55:22-02:00,">RAX11,101218095521,-23.71679,-046.55175<",acme
3195,RUS00,2018-12-10T10:55:22-02:00,">RUS00,101218095521,-23.69172,-046.55137<",acme
3021,RAX11,2018-12-10T10:55:22-02:00,">RAX11,101218095519,-23.65512,-046.57042<",acme
3072,RAX11,2018-12-10T10:55:22-02:00,">RAX11,101218095521,-23.65245,-046.57371<",acme
3436,RAX12,2018-12-10T10:55:22-02:00,">RAX12,101218095508,-23.68894,-046.56165<",acme
3073,RAX11,2018-12-10T10:55:22-02:00,">RAX11,101218095520,-23.73445,-046.54180<",acme
3052,RUS00,2018-12-10T10:55:21-02:00,">RUS00,101218095520,-23.70656,-046.54904<",acme
3131,RAX11,2018-12-10T10:55:21-02:00,">RAX11,101218095520,-23.72566,-046.57455<",acme
3267,RAX12,2018-12-10T10:55:21-02:00,">RAX12,101218095520,-23.71830,-046.55115<",acme
3470,RAX12,2018-12-10T10:55:21-02:00,">RAX12,101218095519,-23.66179,-046.60569<",acme
3293,RAX11,2018-12-10T10:55:21-02:00,">RAX11,101218095519,-23.65736,-046.59536<",acme
3350,RAX11,2018-12-10T10:55:21-02:00,">RAX11,101218095519,-23.70387,-046.55206<",acme
3205,RAX12,2018-12-10T10:55:20-02:00,">RAX12,101218095519,-23.67788,-046.57800<",acme
